Député·e,Groupe,Circo,Source,Rôle,Date,Référence,Thèmes,Extrait
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-03,AMANR5L17PO838901BTC1191P0D1N000834,Réglementation & projets,"Un projet d’intérêt national majeur, créé par la loi industrie verte, correspond à “tout projet industriel qui revêt, eu égard à son objet et à son envergure, notamment en termes d'investissement et d'emploi, une importance particulière pour la transition écologique ou la souveraineté na"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N002201,Réglementation & projets,"Cet amendement vise à garantir la tenue d’une enquête publique pour les projets soumis à autorisation environnementale, et en particulier pour les datacenters. L’article 4 de la loi relative à l’industrie verte a introduit la possibilité de remplacer l’enquête publique par une consultation du public"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001098,Politique énergétique,"Le présent amendement vise à supprimer l’article 21 quater, introduit par l’adoption de l’amendement CS509 en commission spéciale chargée d’examiner le projet de loi de simplification de la vie économique, qui abroge le cadre législatif existant relatif à la loi de programmation énergie-climat (LPEC"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001613,Réglementation & projets | Infrastructure éolienne | Politique énergétique,Le présent article 16 introduit des dérogations supplémentaires au principe d'allotissement pour le développement de l'éolien en mer. Au prétexte d'un fort besoin d'accélération sur certains projets essentiels à la transition écologique et au prétexte que peu ou pas de TPE-PME ne sont pour l'instant
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001597,Réglementation & projets,"Cet amendement vise à supprimer l'extension de la notion de PINM aux centres de données. Un projet d’intérêt national majeur, créé par la loi industrie verte, correspond à “tout projet industriel qui revêt, eu égard à son objet et à son envergure, notamment en termes d'investissement et d'e"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N002195,Réglementation & projets,"Le présent amendement vise à inciter fortement l’activité industrielle, forte consommatrice de chaleur, à décarboner ses consommations. Les gisements non exploités de chaleur fatale à proximité de réseaux de chaleur est estimé à 15 TWh. Il s’agit d’étendre dès 2025, l’obligation pour toute installat"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001615,Réglementation & projets | Infrastructure éolienne,"Cet amendement vise à faciliter la participation des PME et ETI, en particulier présentes sur le territoire national, en tant que parties prenantes de groupements candidatant aux appels d'offres de mise en concurrence unique pour plusieurs projets d’éoliennes en mer. Ces entreprises ancrées dans le "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001618,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Le présent amendement vise à encadrer le délai d’instruction et de délivrance des autorisations pour l’éolien en mer pour accélérer et faciliter la réalisation des projets et, ainsi, l’atteinte des objectifs de transition énergétique. Cette période d’instruction des projets éoliens en mer dure aujou"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001739,Réglementation & projets,"Cet amendement vise à faciliter l'accès des lauréats des appels d'offres à l'intégralité des informations environnementales nécessaires à la réalisation de l'étude d'impact intégrant la demande d'autorisation du lauréat. Il prévoit donc, dans le cadre des appels d'offres des projets éoliens en mer, "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000529,Politique énergétique,"Le présent amendement du groupe Écologiste et Social vise à fixer un objectif de capacité installée pour le photovoltaïque à 60 GW en 2030 et entre 75 et 100 GW en 2035, conformément au meilleur scénario du dernier projet de future Programmation pluriannuelle de l'énergie (PPE 3) proposé par le gouv"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000360,Infrastructure éolienne,"Cet amendement vise à remettre au cœur des objectifs de la politique énergétique nationale la nécessité de renforcer les capacités de recherche et d’innovation pour le développement des énergies renouvelables, tant pour les énergies existantes que pour des sources d'énergies émergentes et sous-explo"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000363,Infrastructure éolienne,"Cet amendement vise à intégrer l'économie circulaire dans les grands objectifs de la politique énergétique nationale.L'intégration de l'économie circulaire dans les politiques énergétiques de la France est non seulement une nécessité environnementale, mais également une stratégie essentielle pour re"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000359,Politique énergétique,"Cet amendement vise à fixer dans la politique énergétique nationale l'objectif de privilégier et soutenir prioritairement les projets d'équipements en panneaux photovoltaïques sur les parcs de stationnement extérieurs, avec une ambition supérieure à celle inscrite dans la loi relative à l’accélérati"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000356,Infrastructure éolienne,"Cet amendement de repli du groupe Écologiste et Social propose d’inscrire un rythme d’installation de nouvelles capacités de production d’éolien terrestre d’au moins 1,5 GW par an jusqu’en 2035, conformément aux objectifs de la Stratégie française énergie-climat (SFEC) présentée par le Gouvernement "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000525,Politique énergétique,"Cet amendement du groupe Écologiste et Social, travaillé avec Enerplan, vise à ajouter un plancher d’objectif de capacités installés pour le solaire thermique.Il est primordial de poursuivre la dynamique du solaire thermique en vue d’atteindre au moins 6 térawattheures en 2030 et au moins 10 térawat"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000546,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe Écologiste et Social vise à réécrire l'article 5 de la présente proposition de loi, pour redonner à la politique énergétique française une trajectoire claire et alignée sur les objectifs européens de développement des énergies renouvelables.Alors que la version actuelle de l"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000541,Politique énergétique,"Cet amendement du groupe Écologiste et Social vise à intégrer les coûts complets du nucléaire et des énergies renouvelables dans la programmation pluriannuelle de l’énergie (PPE) afin d’éclairer le législateur, les acteurs et porteurs de projets et le consommateur.Il est en effet nécessaire que le l"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000534,Infrastructure éolienne | Politique énergétique,"Le présent amendement vise à réaffirmer la nécessité de reconvertir les centrales à charbon. Il prévoit ainsi qu’à l’horizon du 31 décembre 2026, ces installations fassent l'objet d’un plan de reconversion vers des moyens de production d’électricité à partir de sources renouvelables, ou vers des uni"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000407,Infrastructure éolienne | Politique énergétique,"Cet amendement a pour but d’inciter à installer des éoliennes plus hautes, là où c’est possible, afin d’en installer moins.Des éoliennes plus hautes, ce sont des éoliennes plus puissantes, grâce à une surface balayée plus importante, qui captent des vents plus forts et plus réguliers, et donc qui pr"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000521,Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe Écologiste et Social vise à garantir la pleine conformité du droit français aux exigences européennes en matière de transition énergétique. La directive (UE) 2023/2413 du 18 octobre 2023, dite « RED III », impose à chaque État membre une part minimale contraignante de 42,5 %"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000355,Infrastructure éolienne,"Cet amendement du groupe Écologiste et Social vise à inscrire dans la loi un rythme minimal de déploiement de l’éolien terrestre, à hauteur de 2 GW de nouvelles capacités installées par an jusqu’en 2035.En l’état, l’article 5 se contente de réaffirmer un principe général de poursuite du développemen"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000532,Politique énergétique,"L’article 8 de la présente proposition de loi rehausse pour 2030 à -30 % par rapport à 2012 (au lieu de -20 % actuellement), l’objectif de baisse de la consommation d’énergie finale.Si ce nouvel objectif est louable, il n’en reste pas moins encore insuffisant, de 12 points, pour respecter les engage"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000533,Politique énergétique,"Par cet amendement, le groupe Écologiste et Social souhaite renforcer la portée de l’objectif de réduction de la consommation énergétique finale d’ici 2030, en remplaçant les mots « à hauteur » par « d’au moins » 30 % par rapport à 2012. Il ne s’agit pas d’un simple ajustement technique, mais d’un s"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000514,Politique énergétique,"La définition de notre politique énergétique et climatique est une décision structurante pour notre société car l’énergie est un bien essentiel, que nous utilisons quotidiennement, dont on ne peut se passer (chauffage, déplacements, cuisine…). Nous sommes donc tous concernés, en particulier les plus"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000548,Infrastructure éolienne | Politique énergétique,"Le présent amendement du groupe Écologiste et Social vise à inscrire dans la présente proposition de loi de nouveaux objectifs nationaux de développement de l’éolien en mer. Ces objectifs sont issus à la fois du Pacte éolien en mer, conclu en 2018 entre le Gouvernement et les acteurs de la filière, "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000549,Infrastructure éolienne | Politique énergétique,"Amendement de repli à l'amendement n°546.Il vise à réécrire l'article 5 pour inscrire dans la loi l'objectif de 42,5 % d’énergies renouvelables dans la consommation finale brute d’énergie à l’horizon 2030, en cohérence avec l’objectif européen fixé par la directive RED III.Pour rappel, cette directi"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000530,Politique énergétique,"Le présent amendement de repli du groupe Écologiste et Social vise à fixer un objectif de développement du photovoltaïque aligné sur la cible de référence de la dernière version de la Programmation pluriannuelle de l’énergie (PPE 3), à savoir 54 GW en 2030 et entre 65 et 90 GW à l’horizon 2035.Il s’"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-16,AMANR5L17PO838901BTC1522P0D1N000701,Politique énergétique,"Ce sous-amendement du groupe Écologiste et Social vise à supprimer le 5° quater de l'amendement du gouvernement, qui prévoit le maintien en fonctionnement de toutes les installations de retraitement et de valorisation des combustibles usés, au-delà de 2040.Cette orientation soutient de fait la prolo"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-06-16,AMANR5L17PO838901BTC1522P0D1N000728,Politique énergétique,"Ce sous-amendement du groupe Écologiste et Social vise à supprimer le 5° quater, qui prévoit le maintien en fonctionnement de toutes les installations de retraitement et de valorisation des combustibles usés, au-delà de 2040.Cette orientation soutient de fait la prolongation d’installations ancienne"
François Ruffin,ECOS,1re,Séance plénière,Intervenant,mardi 22 octobre 2024,CRSANR5L17S2025O1N010,Infrastructure éolienne,"« Déléguer notre protection, notre santé, notre alimentation à d’autres est une folie. » Voilà ce que déclarait le Président de la République au cœur de la crise du covid. Il ajoutait : « Nous devons en reprendre le contrôle. » J’approuvais, nous étions nombreux à approuver cette volonté de souverai"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2024-10-17,AMANR5L17PO419610B0324P2D1N000041,Politique énergétique,"L’indicateur de l’alinéa 703 dispose qu’il faut « Contribuer à porter à 40 % la part des énergies renouvelables dans la production d’électricité en 2030 ». À l’heure de la relance du nucléaire, il est absurde de maintenir l’objectif de 40 % de part d’énergies renouvelables dans la production d’élect"
Jean-Philippe Tanguy,RN,4e,Amendement,Auteur,2024-10-17,AMANR5L17PO838901B0324P1D1N000881,Infrastructure éolienne,"La mise en service du parc éolien de Saint-Nazaire, composé de 80 éoliennes géantes de 180 mètres, est le premier d’une série de 7 parcs éoliens en mer. La puissance de production du parc de Saint Nazaire équivaut au sixième de la puissance des deux réacteurs de Fessenheim désormais fermés, à la dif"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2024-10-29,AMANR5L17PO838901B0324P2D1N000363,Infrastructure éolienne | Politique énergétique,"Le présent amendement propose de minorer les crédits affectés au service public de l’énergie, part qui correspond à la subvention des éoliennes en mer, énergie intermittente, peu efficace, et qui abîme les cotes françaises. Il s’agit d’une mesure d’économie budgétaire, afin de recentrer les dépenses"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000006,Réglementation & projets,"L’article 15 ter de la présente proposition de loi, introduit en séance au Sénat, prévoit la possibilité pour les enquêteurs, sur autorisation du juge des libertés et de la détention ou requête du procureur de la République ou du juge d’instruction, d’avoir recours à une activation à distance d’appa"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000005,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000004,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000002,Réglementation & projets,"L’article 16 de la présente proposition de loi crée un « dossier coffre », permettant de protéger des risques de divulgation certains éléments limitativement énumérés relatifs à certains outils employés par les enquêteurs, dans le cadre de la lutte contre le narcotrafic et la criminalité organisée.T"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000719,Infrastructure éolienne,"L’objectif de cet amendement est de supprimer cet article. Les éoliennes offshore se développent depuis plusieurs années, malgré des résultats contrastés. Leur intermittence est difficilement compatible avec le système de production d’électricité français, principalement basé sur l’énergie nucléaire"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001250,Infrastructure éolienne,"L’objectif de cet amendement est de supprimer cet article. Les éoliennes offshore se développent depuis plusieurs années, malgré des résultats contrastés. Leur intermittence est difficilement compatible avec le système de production d’électricité français, principalement basé sur l’énergie nucléaire"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001902,Réglementation & projets,Cet amendement tend à ce que la déclaration d’utilité publique (DUP) concernant un projet de construction indique si ledit projet est conforme aux exigences de la protection de l’environnement.En effet la délivrance de la DUP exige déjà l’accomplissement d’une étude d’impact prenant en compte les co
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001901,Réglementation & projets,"Cet amendement tend à ce que tout projet, et non seulement d’infrastructure, soit considéré comme répondant de plein droit à toutes les exigences posées par la loi pour l’obtention de l’autorisation environnementale, dès lors qu’il a fait l’objet d’une « déclaration d’utilité publique ».En effet la "
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000051,Infrastructure éolienne,Le présent amendement vise à introduire un alinéa complémentaire à l'article 5 du présent texte rendant obligatoire la mise en place d'une consultation des habitants des communes concernées par des projets d'implantation ou de renouvellement de parcs éoliens et photovoltaïques sur le territo
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000034,Infrastructure éolienne,"Le présent amendement du groupe Rassemblement National fixe des objectifs clairs de production d’hydrogène décarboné, en visant au moins 50 TWh par an d’ici 2035, et 170 TWh à l’horizon 2050. Il prend en compte l’ensemble des technologies pertinentes — électrolyse, thermolyse et hydrogène blanc — af"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000054,Infrastructure éolienne,"Ce moratoire proposé par le groupe Rassemblement National a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d’origine éolienne, solaire ou marine) tant que leur contribution réelle à la sécurité d’approvisionnement, à la décarbonation et à la mini"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000048,Infrastructure éolienne,"Les forêts jouent un rôle très important dans l'équilibre de notre biodiversité, en agissant comme des puits de carbone naturels mais également en régulant les cycles de l’eau.Elles contribuent également de manière non négligeable à la production énergétique durable, notamment par la filière bois-én"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000086,Infrastructure éolienne,"Ce moratoire a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d'origine éolienne, solaire ou marine)tant que leur contribution réelle à la sécurité d'approvisionnement, à la décarbonation et à la minimisation des coûts du système n'a pas été éval"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000049,Réglementation & projets | Infrastructure éolienne,"""Fixer une programmation énergétique ambitieuse"" ne doit pas se faire au détriment de notre appareil nucléaire, producteur de l'énergie la plus propre et la moins chère du marché.Aussi, il est particulièrement dangereux pour la souveraineté énergétique nationale de, je cite, ""de poursuivre le dévelo"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000411,Infrastructure éolienne,"Le présent amendement vise à inscrire dans les dispositions préliminaires du code de l'énergie la nécessaire considération de l'acceptabilité des projets d'installations de production d'électricité. Il apparaît en effet que, très régulièrement, le développement de certaines installations suscite pre"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000347,Infrastructure éolienne,"Cet amendement de repli vise à mettre un terme à l’implantation de nouvelles éoliennes terrestres ainsi qu’à leur réinstallation sur des sites déjà démantelés. Il ne remet pas en cause le renouvellement ou l’entretien des parcs existants, mais marque une inflexion claire en matière de développement "
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000412,Infrastructure éolienne,"Si la politique énergétique doit en effet poursuivre un objectif de cohésion sociale et territoriale, cet objectif ne peut seulement prendre en considération les problématiques, légitimes de coût de l’énergie et de pouvoir d’achat. En matière énergétique, la cohésion sociale et territoriale passe ég"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000252,Réglementation & projets | Infrastructure éolienne,"Cet amendement vise à instaurer un moratoire de dix ans sur l'installations de projets éoliens.L’objectif est de stopper un modèle de production électrique qui, malgré un soutien financier massif, s’avère coûteux, peu fiable et porteur de nuisances écologiques, économiques et paysagères. Ce moratoir"
Jean-Philippe Tanguy,RN,4e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000410,Infrastructure éolienne,"Amendement de repliLa construction d'éoliennes sur nos territoires suscite de très nombreuses problématiques. Intermittentes, coûteuses, porteuses de nombreuses nuisances, nuisibles à l'équilibre du réseau électrique, elles sont enfin largement décriées par les habitants concernés. A cet égard, les "
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,jeudi 07 novembre 2024,CRSANR5L17S2025O1N039,Infrastructure éolienne,"Nous ne retirerons pas le second amendement de Kévin Mauvieux, lequel a très bien défendu la philosophie du Rassemblement national.Je répondrai à notre collègue Amiel : depuis dix ans, la production électrique française n’est pas seulement stable, mais à la baisse ! En vingt ans, les installations é"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N249,Infrastructure éolienne,"Où sont vos députés ? Où sont les députés écologistes qui auraient pu faire barrage à ce qui menace l’humanité ? Visiblement, madame Rousseau, le texte ne semble pas menacer suffisamment l’humanité pour mobiliser vos collègues de gauche ! (Applaudissements sur les bancs des groupes RN et UDR.) Le co"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N249,Infrastructure éolienne,"Que cela vous plaise ou non, le nucléaire a bien plus décarboné l’économie occidentale et l’économie chinoise que n’importe laquelle de vos éoliennes et de votre énergie photovoltaïque. Tout cela n’a pas de sens. Beaucoup d’enjeux écologiques imposent de prendre des décisions sérieuses qui n’ont rie"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N249,Infrastructure éolienne,"Aux élections européennes, vous avez proposé une ligne aux Français et aux Européens : votre candidate a recueilli 5,1 % des suffrages. Nous avons proposé la nôtre : notre candidat Jordan Bardella a obtenu 34 % ! (Applaudissements sur les bancs des groupes RN et UDR.) La réalité est que vous n’avez "
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N249,Infrastructure éolienne,"On ne peut pas en permanence avancer à la godille, faire tout et son contraire, relancer le nucléaire, l’arrêter puis le relancer encore, stopper l’installation des éoliennes dans la Somme puis la relancer, faire de même avec les panneaux photovoltaïques qu’on n’arrive plus à financer. Vous êtes con"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,lundi 16 juin 2025,CRSANR5L17S2025O1N241,Infrastructure éolienne,"Nous avions proposé ce dispositif avant l’article 1er, mais l’amendement a malheureusement été déclaré irrecevable. C’est pourquoi nous le proposons de nouveau ici.L’un des principaux enjeux de ce texte est de savoir quel sera le coût de production de l’énergie en France, en particulier celui de l’é"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,lundi 16 juin 2025,CRSANR5L17S2025O1N241,Politique énergétique,"Le nucléaire est par essence un bien public. Ce n’est pas un hasard si les grands programmes nucléaires ont été lancés aux lendemains de la guerre, inspirés par l’esprit qui avait animé le Conseil national de la Résistance et des mouvements équivalents dans l’ensemble des pays occidentaux. À ce mome"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,lundi 21 octobre 2024,CRSANR5L17S2025O1N008,Infrastructure éolienne,"…dans le plan budgétaire, il est indiqué que les impôts de production ont diminué, alors qu’ils ont, en fait, été alourdis de 13 milliards d’euros par an en trois ans !Troisièmement, vous cachez sciemment toutes les grenades budgétaires qui finiront par nous exploser au visage. Que prévoyez-vous pou"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,lundi 28 avril 2025,CRSANR5L17S2025O1N174,Infrastructure éolienne | Politique énergétique,"Permettez-moi d’insister en préambule sur l’ironie qu’il y a à tenir ce débat, alors que l’Espagne et le Portugal connaissent un épisode de blackout, comme par hasard, pile au moment où est enregistré un record de production d’énergie solaire, énergie fatale dont RTE indique depuis des semaines qu’i"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,lundi 28 avril 2025,CRSANR5L17S2025O1N174,Politique énergétique,"Si Marine Le Pen n’était pas intervenue, si le Rassemblement national n’avait pas fait usage du pouvoir de premier groupe d’opposition que les Français lui ont donné, l’administration aurait adopté ce décret dans le dos du Parlement, et contre la volonté des Français. Marine Le Pen l’a en effet rapp"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,mardi 24 juin 2025,CRSANR5L17S2025O1N253,Infrastructure éolienne,"La gauche votera donc, par idéologie, contre le tarif régulé et populaire du gaz, contre le service public d’EDF et surtout contre la sortie des règles européennes libérales de l’énergie. Mais il est vrai que ces règles ont été créées par les socialistes ; finalement, vous revenez à la niche ! (Sour"
Jean-Philippe Tanguy,RN,4e,Séance plénière,Intervenant,mardi 24 juin 2025,CRSANR5L17S2025O1N253,Infrastructure éolienne,"Chers collègues LR, à force de dire tout et le contraire de tout, vous ne dites plus rien du tout. Sur l’énergie, le Rassemblement national a débusqué votre hypocrisie. Ce texte vient du Sénat, il a été conçu et voté par des sénateurs LR. Or que proposiez-vous dans ce texte ? Le programme d’Emmanuel"
